City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Rajkot,64,121.941697827522,269.892109842577,7.93788586489861,2.51970212515563,14.7960521801772,62.7838030131769,38.3540705953228,69.6405455833312,5.24894811573254,65.7520098940498,967.471382136169,213342,8.20493177200093,10
Varanasi,456,224.001544388455,228.138635152424,10.7112515020132,9.02543219564145,3.14491490395938,51.7948227231946,36.4363399403478,62.9934514745713,13.98166628895,96.2540221341161,979.519899387147,54278,0.465876756628407,10
Patna,93,91.7552348243069,203.140618202919,31.1209783482356,0.356861804670333,33.5548848746943,13.3897343055301,26.9159357396496,65.8247440287866,16.2178277934303,219.046799089642,1044.94856384005,495231,5.8528684930663,10
Agra,292,104.571221785573,269.028104660078,58.3365771166648,8.87148812169375,11.7117192857376,39.464218440308,28.065482107796,41.3976073985381,1.29021823686537,41.5237799658694,1006.13745966588,307485,6.8255253951019,10
Meerut,125,171.880858933657,229.014108581507,73.55888028177,4.29544003164421,10.1605654961048,24.3412700100054,42.5749716387156,87.1384562532637,19.8634167602227,203.0408554001,992.932004529619,375208,1.73934437684381,10
Agra,438,129.030765775771,123.223991897612,75.691271566841,8.45681946188409,18.9619510033056,26.5849299021922,19.7047812421989,86.2298559300718,18.4792101227427,232.843939600992,1015.73708424544,44248,5.71476430101352,10
Agra,336,207.001237754372,92.3128425826348,52.5944901480823,9.46622239377,2.35841269519741,40.6496202854157,25.624964311971,76.2621706228873,5.16901239425122,117.371972610215,1013.23681526852,429154,4.82651028086326,10
Vadodara,79,233.554067106708,217.95397804608,64.2480966927123,7.48806793307784,2.36660492199818,29.9427642132094,33.1058171402971,95.8059285418379,14.5086958426792,71.1367123620801,959.687462659941,226516,0.996431931647813,10
Vadodara,102,99.267443984499,259.685690509643,43.0350243549635,3.53052401498359,42.0301670363312,93.0960269004892,11.8528079021521,83.4318289717336,12.5780476678466,195.494601035971,1026.43313458504,162465,6.80103407575933,10
Nashik,350,60.8372558013737,126.97642485233,20.8328734793814,0.265830719035471,13.7699718629977,45.7729820224389,23.6309217531716,79.1594836032592,11.8059933253165,194.0144562593,954.958445027132,199540,4.32186716696751,10
Vadodara,202,22.1418616592173,288.168222443372,43.2368522031062,2.31345246665114,45.2844511472097,25.7354928768725,14.2661167440736,28.4501778189495,2.94864118956445,99.3293254338897,1035.02672903078,187085,7.41059976302983,10
Nagpur,308,103.59474713725,262.826602951108,51.3312653656252,6.75114437413096,48.9696325204791,80.604199833794,21.9844776547063,53.4169049402497,13.9625878173837,39.0682594643769,1005.62710126206,400651,1.29395259273552,10
Varanasi,318,138.944762288723,195.922625642542,57.9173640647775,2.26311452191178,29.9119354642974,46.6795279978486,21.7695686747524,87.9171826753779,8.34962611028526,193.036029140228,1000.56519894878,369620,9.23237107143411,10
Kolkata,453,236.630164907284,222.355602064141,39.8996502096039,5.44272511147238,19.3981978052787,34.3737724600431,35.9386864558532,34.9963618110548,19.381252793002,235.523875834729,1033.84729718924,115269,2.00037554737331,10
Agra,415,14.231729130284,48.2294096685365,72.7554662770783,5.96518316583826,5.10325478136797,19.1307500098253,16.0656185218513,43.6149599699022,10.816315488495,46.1547309397752,966.186992798501,222997,9.49714994748165,10
Srinagar,125,33.5434597898864,57.2018037068488,59.1824335975228,3.63378082325497,13.4250616693481,38.0348750786772,15.6437129233767,77.0470393200862,17.7924548796321,62.489997972495,983.333341360735,110459,7.110976499936,10
Thane,390,75.2167433215738,49.702235271567,25.573651736113,1.62717153539182,5.05489942711226,91.7698617760758,32.5475689873507,36.0013338048739,11.6574151185388,44.2931787328109,1021.11639021684,126885,6.05898580155508,10
Mumbai,289,66.1358210315659,293.701503395948,38.2203895425451,6.66472817705428,48.233233217235,53.9703695616326,12.2824751838565,87.8607786496736,12.7174510469189,172.050369109985,999.133432271681,182269,4.90473514317496,10
Thane,341,123.61290932032,269.724523135107,38.2302334087,5.50818815918367,6.58119503157803,95.6670394519227,40.292404778674,96.6416900274946,0.747632602889562,122.61083912612,981.764542995718,418808,6.9003294472829,10
Nashik,113,198.731534296752,292.338283872171,58.7582817162046,5.96147832905539,35.8860798623704,28.5484040574524,27.7003466383913,67.9018550621354,6.95846712091964,264.95802803758,1033.59509100681,407907,0.890939256136187,10
Mumbai,208,180.635888962216,253.597601044184,56.5124410955893,1.75910387866077,12.8168492912161,34.1061473257986,21.7857749691198,53.4046752988598,18.0857054772748,268.46285576452,1023.40963814372,215500,1.54100924632797,10
Pune,359,89.9952325446119,145.422929502414,29.6232129422656,6.77965675883374,12.7199898553535,75.2236705365226,20.9526353026612,49.6955221205253,2.17431707525375,123.389121617167,967.35116061694,83412,6.02822867644341,10
Patna,327,108.877905839836,91.8551604142372,17.6159553377528,9.13934700699499,22.9650736743981,55.5075579492789,30.4453855248019,43.2158456600975,15.1226030271398,151.842028994117,1037.27866880315,235881,8.79953728645357,10
Thane,469,113.168568132031,286.860397334846,25.1532910313057,2.31634511298433,25.8113523893926,96.5635017484699,13.2670395242754,82.5430788917573,13.3122938261792,218.263750770898,1047.77824017594,243088,9.85569477071032,10
Ludhiana,491,110.26130978389,30.7059325439908,8.28015353801431,3.50630597564994,6.06167109709034,45.8688637866243,25.6786752516853,64.2188281894017,9.44754808500339,126.983936926706,958.655692009566,149879,3.0962733475675,10
Srinagar,239,23.3651884538359,53.564789400826,48.7316258365415,2.81925213923048,21.3412072905519,14.1824100147537,33.5253021839398,22.4978756225308,9.32802633836663,25.085001292271,1012.59614733545,254395,3.06595318977106,10
Nashik,70,33.9826581971174,128.727944893489,31.4626143335047,3.76295592827751,2.28873314817546,60.2166041526945,39.8543632486597,23.2999800961579,13.5962949374583,160.524784007224,1028.20910062945,314105,1.90941074726757,10
Chennai,65,23.6837676698538,134.215357284896,48.7806635057815,3.18426885486829,21.7418119011584,83.4762497367734,44.9834123313708,42.4434023692768,6.01888441594441,175.700689154481,982.976408798154,224217,2.29645067683357,10
Varanasi,145,40.4295312702385,37.6007854064023,35.8267957078495,6.76853524096432,25.0440168274269,20.0607132316895,37.0311917659964,65.0629334103215,19.0615444212574,76.3291362019242,973.77647353245,91641,9.31019129947447,10
Thane,233,144.700701916796,64.0140304160884,17.2050119971703,1.17010231079479,19.8100435145884,22.0379089385506,44.6190997860535,44.1861543504269,5.08238103402699,113.391925579894,1043.68807856444,335957,6.81721726781047,10
Chennai,63,84.7120731402626,299.323520547756,35.7194924026407,5.21068889244916,46.5997872127068,91.5713892915943,35.0948031722959,64.8706471725712,8.98577973626076,171.828490904097,966.368833893468,148885,5.12447483209521,10
Ahmedabad,157,42.0192107985214,284.86912127284,14.0806027387744,2.25287294246887,28.7938894784393,33.1492193791175,34.1638009340564,89.9007123810427,14.7913479860367,265.686487123219,985.36845975285,63029,2.43012531785829,10
Hyderabad,470,42.505267360286,60.781822213695,71.1570645817786,5.96421405870374,18.0412974012034,25.6333943592691,37.6894911663102,92.0103980521854,7.8132362914641,278.253229344627,1003.70160324541,196986,4.20574070988258,10
Pune,269,154.530696952354,187.257773056142,56.8139734486433,3.44941765736281,17.7215162381308,5.16098685730846,20.886640829708,21.2290460093727,0.860061203703185,141.099872350107,951.634700345918,358142,8.51764061705571,10
Bangalore,425,163.966696272135,267.225815017294,73.6645279085536,0.514210794350802,27.8251897378429,81.8182418908904,18.2630325793241,48.3895828628553,19.8809935073945,133.097632713769,1002.88273796654,487876,9.04137860329448,10
Indore,340,43.2890428877289,253.496448480575,65.785342514981,6.28260946514284,9.4893374844918,85.7652554212102,31.5512018520511,86.287562782942,13.0643917658862,72.9617837830933,989.624775696448,415286,1.78244652278938,10
Varanasi,114,99.2122294540259,102.311596255341,7.2972273480228,9.96000192751423,39.4125917480644,28.3909174556728,26.6602547219204,49.8652268468964,17.2978561938417,289.36780007093,957.964544927472,387363,3.84621193201423,10
Nagpur,468,55.2861902004082,201.418591797547,46.2228019182646,2.28841964379426,36.6392575320415,76.9700918495626,26.8245711683867,65.0963169634689,18.0210685953886,275.631631168355,1008.39412680026,445062,0.465189139595725,10
Mumbai,293,101.468086283285,52.2630355928068,77.6519564415168,3.20677498281301,7.61159766156211,23.8218563857467,25.2284843471532,62.6738871683339,1.51028842846047,55.8159728457931,1036.00380932051,496724,1.27354986602885,10
Thane,272,173.041821303108,54.6302284472351,37.7091969298307,4.66616225041444,3.07324066137076,35.3901208451971,44.2850676512873,52.7309185334544,6.74618188159964,60.8755801114384,1005.99511219742,5140,8.96119679948192,10
Mumbai,181,24.2601132143796,253.882333217664,52.4221374550968,5.21296462143611,12.6659277944847,58.1967703996952,39.067824891725,94.4791399305543,14.0939657899795,276.545719075279,1009.20160489987,54440,2.88561779583121,10
Ahmedabad,309,235.235898385554,286.740415047541,14.4535160577787,4.28098407988413,2.14623744136464,30.0610223276847,23.8825569404434,73.9600198578467,12.4303433901819,72.137312382568,1015.17070278123,34075,4.60189892674873,10
Hyderabad,388,219.199311579021,80.1350198080437,74.4358365192759,5.05740267847037,32.9110583935899,96.8301322942129,16.8091114589237,27.1711431301513,13.1837222658866,99.2725477212207,996.595097760723,52973,2.72259897451498,10
Delhi,88,213.109221503017,144.005501617637,70.5024620956726,5.0487441495092,19.5227549978767,17.2507125728808,35.8977056431909,77.5857702428337,16.1996872004415,127.794054765446,1031.61418189746,26606,9.23348988410531,10
Lucknow,220,135.385911924188,126.870516861151,56.4590479295312,0.264904549018997,47.2917302902049,73.9768217598235,26.4341675530427,66.1113983199331,16.8762412905191,156.573035601369,1049.35340136039,310696,1.48478008942067,10
Lucknow,408,247.426485991065,178.880204757851,50.4388863854798,7.43326407592626,34.8842088669412,15.7731364743468,14.8812425364818,37.6131496534649,13.2503570439442,28.8671272187347,975.564621236588,140257,5.32465316296899,10
Lucknow,312,80.9173292838901,74.7782491519144,25.4107313225167,7.99423739951523,46.8737950282102,90.0207237546208,12.4917742936023,69.743443126961,14.9417208852901,33.1454615452438,957.591609090107,91785,6.99819923384503,10
Jaipur,236,131.86250845781,77.5835800465839,49.1999529508148,6.0368252989506,17.6427689256205,46.1428900058646,42.0065658949961,94.3957653825044,15.962478871414,284.731797116493,1030.28838509833,487306,4.53045754799364,10
Thane,461,64.2753798809518,264.749780741102,50.8442005907442,5.3380483259116,35.5248682363052,86.4494279767753,24.9856785486659,83.9624169323401,1.86657529307793,183.981438118908,1001.0428914749,163668,8.18003011746461,10
Chennai,62,36.1011308460115,60.7788552898678,20.1240643958176,1.25552430653721,31.8229810583204,15.9537831719158,32.3109646207479,51.7929124088299,19.5845899819366,291.090518469701,1029.48870871696,279908,8.63496471936678,10
Nagpur,207,181.549261751263,266.365089628754,19.3907425143177,5.24947869424157,35.498325847815,37.6532292862785,32.2448815998862,80.0588413183244,13.9112979275223,261.00631270303,970.856894292209,429403,0.703520913898027,10
Ahmedabad,491,194.430156141465,254.868249828441,48.1518743433186,8.78034642659523,12.8769739037816,33.725255437027,27.1421188857241,83.5020197885494,17.1324149215348,86.0022553520345,958.758535028561,247853,0.356039863804296,10
Ludhiana,77,118.297079728441,209.772062171206,19.7141832196775,2.69256918132681,18.7038578103777,75.2778638921194,40.099744509918,86.1049687735707,2.24013792902152,186.800683638615,1031.24693502006,464881,8.64819311322402,10
Lucknow,359,133.539653797311,277.959184491402,73.7542439182364,5.14955176838031,37.2749307967778,55.7991838814874,44.6769291843739,42.951901107038,13.6962499871856,48.0153463159495,1010.32368109747,176846,9.01561986587077,10
Nagpur,195,180.049771701151,136.638879937104,46.4020562014898,5.44123917217759,29.7088325344098,48.3578012313388,18.9600664974058,48.584869740157,5.81962120151931,174.807320832138,1032.07874220686,354880,2.15611464837544,10
Chennai,140,38.4959667582719,25.4212300803962,57.1860424563872,4.23361737611341,41.7216247015281,24.2198713384925,21.6788894467365,57.823942531602,10.5640863582765,189.930237585343,955.608103358527,108878,8.47549401539956,10
Nashik,207,174.753663749736,118.339241112949,43.1965331185389,2.08512380750195,24.5832581153872,52.3683330376987,18.3330496162744,27.0571102164157,1.7703523241633,25.9361351911399,1043.01941562327,277971,6.16435334566216,10
Surat,365,69.9024582252307,117.356431954614,64.5915797331905,5.57601748827198,15.2365466687515,97.6107012109954,28.3928077856064,46.1704609435018,10.12066405167,86.5525137216667,1006.47918042053,470565,6.94171580009921,10
Vadodara,316,52.2233784522347,277.34735045899,32.3128582202768,0.392482981385455,11.9526820203248,73.973002380157,35.3140460130465,62.9378665859861,17.6424195544842,42.6459421367046,998.772254998256,447697,9.03068562452553,10
Kolkata,378,208.867634003083,298.158170777972,59.7189964464819,9.57314446094874,18.5193854653936,72.7218212761528,37.8685076823042,66.428170930979,4.90842614051025,8.01347017160902,964.070860144693,312050,7.01330794095106,10
Ludhiana,288,120.507335693979,129.206376917362,78.1741573581437,5.56802333334511,23.9648519780862,80.7463429112424,30.1161972061407,21.7818357684603,9.85135569951523,37.2513424148803,1024.27765860643,496705,8.97998660519336,10
Ludhiana,75,117.160573501409,281.548485691578,28.9711690964,1.79064591340885,37.6867944835439,42.7321135019223,26.9070816997347,66.7797791910619,1.23298010177444,129.597414806189,1005.11591818355,231521,4.38364208126645,10
Patna,278,44.5087338078628,232.809186875582,24.9859275485961,0.930875586514347,32.4066911707176,9.85905429036296,24.6388868497425,40.8623589000779,2.7265305919241,116.799865303348,960.76482951292,405032,5.53326868762075,10
Hyderabad,115,46.251391321981,105.340491497577,7.57343692718185,5.38722541381506,22.7488621763497,93.4155032342209,40.096129287496,71.4375093349074,6.34285782938231,152.275303375514,1046.59367429012,484479,9.53140579932897,10
Ahmedabad,453,166.164332104209,128.730170163573,50.1133084466155,9.01403250637279,43.9679519349737,23.8484491445745,44.7747006154701,53.4946655477903,15.1637007364468,249.130176035012,979.829725840508,97545,5.54060080687042,10
Nashik,90,163.697164440985,138.646477765175,18.3113001135218,4.42783339301879,45.8685927212141,72.5904747563147,13.8251764165957,74.2439818499969,13.3148165173405,285.373137767647,1045.21635822025,192654,4.77377933843335,10
Nagpur,425,33.7597700708418,249.13675832903,40.2969186060468,4.00017712160673,44.9628983128493,85.9249361793015,16.3766554235831,44.4710172031864,17.5230444264619,259.126740602298,992.399121269226,335946,2.08725343358712,10
Bhopal,182,223.966336874,204.998698859417,50.3616975299494,0.211390373206952,5.06601674970278,68.6236942117633,26.5630192973352,22.3233797820165,13.9521016072692,48.3172071488365,982.372468728951,370524,7.64342597426741,10
Pune,172,59.4983554619308,72.4652085844052,67.1514214265414,7.17435160213494,3.6703656220962,29.9332226127391,20.7768794020348,45.6987001165662,7.77784911369533,170.217878416667,1042.06374295283,168023,8.25059129993551,10
Agra,185,166.730030691798,161.57877466104,5.64374898397122,3.43931897883648,13.6132100887188,69.1720980722829,18.6460921136002,48.4569397510706,12.4728613869257,94.6210841298213,952.305386105552,176942,1.144481679877,10
Ludhiana,349,186.503820026362,117.488549683119,42.8668834131546,6.92509235889565,18.1608743097527,39.0381236509149,15.3376742135635,41.3427926931826,9.33742850465148,288.12044329152,973.68003059997,497770,0.320483251630555,10
Pune,416,227.029433872501,84.9417102434453,35.9583526279462,5.01730755653832,37.3934222954962,73.1242494842336,43.3653407784421,45.0627698926802,7.85902928687109,139.06895947716,953.91261574711,427169,6.2427311520583,10
Lucknow,417,157.430429520269,39.9421103534696,57.3953994554494,8.08529902181694,24.8420023291229,73.409928637296,39.0906536140342,83.9210661037443,0.77323729369415,16.1073251509442,1030.46174750612,87906,1.102873547926,10
Delhi,246,88.6817495447281,184.939822373679,30.9418725440582,0.864887699605779,43.7864389619688,89.748490511457,14.7010629919877,30.568086736431,18.9385799576349,213.070445031116,950.999659276958,187529,1.12227646074716,10
Surat,437,111.40513296799,221.842925310858,59.4030251457937,8.64646242053822,13.9345484538087,85.5555483705691,37.7408199124406,27.8889743551843,11.936794207839,249.676195177344,1045.90552912147,351353,3.96185273053621,10
Patna,190,18.3817000026202,100.120100055261,38.726468247063,3.33518127928015,19.0497487340128,36.5501594714288,10.6762029965738,55.8080598102589,4.90864186919454,114.470575194659,957.087302427485,170828,0.325545468765821,10
Chennai,95,77.1525799269591,286.039256522141,76.7033691998723,4.01073436846676,12.7291461861663,82.4551929520223,43.9423501688773,29.7012876996767,8.18413889107641,286.316447063269,988.759670049305,401460,9.06192342062992,10
Hyderabad,115,57.119442568414,44.0136592916212,65.1446081689873,5.35166824794794,23.0235116185338,32.401471958106,19.4787710669756,43.8835058084638,19.6724191724848,90.986757839043,1023.41123588474,273562,7.47449113645406,10
Meerut,269,177.641735556076,195.891910209884,52.1161393036878,8.82106357493872,12.9448446902923,33.2110506371811,11.4387612074775,41.9413917299629,15.8426920996693,205.863973088085,983.054350293987,88955,8.59361500629468,10
Ludhiana,302,71.4980797382415,98.6423557143377,51.0774888238804,7.54908427282705,8.45042405159364,27.6292467623532,33.2361286500018,35.4690268038657,14.8281826301544,89.6469575853407,990.224627664142,54582,1.56065349998487,10
Agra,403,121.225996243481,284.596457211006,17.5388381329671,2.362836087823,19.1461152190762,26.5269416842044,18.500782136799,62.7823796966428,7.38279043619878,111.235343785592,953.93990057585,250379,8.02269126244538,10
Thane,170,228.096170608537,224.01017811916,53.0850680834148,7.41978902071953,35.2112163979514,17.0734794487219,44.3259488516695,71.8271006422997,4.78180475993055,232.841183255915,1022.04136172439,261880,4.67897749040625,10
Agra,66,158.515726057627,192.350935806602,76.9255026152418,5.74200455431062,18.8564940753207,47.5278513978941,20.8679095169599,31.9403885938397,7.04256075119372,155.110246200972,1044.81580983053,376123,9.15645362033152,10
Agra,145,61.6256263619219,247.873750906402,33.4995331796682,5.46116506820474,24.0989712683234,56.4594826369621,40.6585939611314,72.7823595143433,14.0773247762222,34.0732753016974,964.441746361405,131622,3.8989193799746,10
Nagpur,375,12.4850122594054,113.841620821174,40.2282281727949,2.5960230704046,34.7652253253734,44.7234394403377,22.0078133178605,49.5765712828727,1.67569064062301,204.136187204456,974.235305189836,248430,2.01038570194382,10
Chennai,381,38.7573097647668,23.9528579961314,51.1328944148341,4.94801350811478,29.6026261476337,65.760718056666,29.5090786423648,39.5288954826633,13.1809086705759,107.292292747392,981.328782399439,45037,8.67290468508236,10
Srinagar,380,136.616375393325,254.983261673853,40.1007202057495,3.61809970980088,2.05996483794684,26.3233537687508,23.9796266839899,64.0021971096262,10.4586002947722,106.11719388182,963.969196158975,369080,5.20856423842986,10
Mumbai,440,24.674378396254,86.8060889284666,35.7930720472025,3.55816773912295,5.62003109058298,64.0931303679638,38.3768061377153,64.4441518939774,2.99116418819468,291.882461517558,964.704346424541,287091,6.69073720248928,10
Surat,72,211.5023665505,35.088073153268,39.5318140306058,1.73820457042375,30.52290975375,37.8972836445162,21.2154954151189,75.2780867441154,2.69959235571721,54.6262695783558,982.866860131294,103115,4.8128662127901,10
Chennai,126,201.757429802301,223.713782483338,26.4314123609509,3.73571723840914,5.9715942794861,27.3044305628025,20.0317212249108,71.8031570094,9.74387156535102,126.135412266332,1031.74732045314,416686,1.80222097985663,10
Nashik,99,12.2268775235256,163.148616449514,8.52012179739533,2.74106418803835,21.2802793912181,36.3884130133623,13.9263616265533,81.0916700531315,11.1340934845845,57.3000136689602,958.776944336143,392539,0.899998784204263,10
Meerut,303,99.130342134775,198.458428880595,54.9560372336247,9.76237594923832,23.3526184109293,68.6676318099678,40.9368135352766,78.2764556570444,11.1373820047049,269.068878807335,991.195368866957,460993,3.93170550854658,10
Agra,87,95.3266202720889,228.339588113859,36.330248051646,1.35892387236955,48.1360562153952,96.5435870760022,25.2222767267091,96.1276321138569,6.40841250411084,51.8346884335696,951.518094102109,28675,2.03106892318136,10
Nagpur,464,206.47083830775,188.976843180243,6.12191902301946,5.30122242992828,35.0660192396737,14.115789187373,16.84195729134,72.2924752097353,14.6706264803996,263.679535677545,951.723636176645,84285,3.28762301877939,10
Indore,451,62.0280030626709,121.042372833444,67.9637412182728,7.93725021735403,9.45998291416255,42.5580254670033,42.2191068306595,85.5047520787289,19.8764760219106,12.2406835944217,978.393177245706,406853,0.712601248086966,10
Rajkot,376,223.40048744462,41.9112208697949,41.0155141453509,3.66012426753846,32.7560790984376,49.8469148993001,13.6929572629312,67.9526756860315,10.3834589216619,179.185619991764,1046.46468505109,25237,6.82459400045315,10
Meerut,445,26.0134668920453,262.747040169729,23.9990582134384,9.65941592899473,20.5894178779634,93.0558222070804,43.5197202700837,28.4698513604735,11.9179661140625,76.8889367977517,997.134925690306,385218,4.09381962406183,10
Indore,349,239.570191607778,135.694198280719,19.5005062091191,7.57754091065277,34.0562903262231,7.35915274935902,38.66756786947,53.5379569301408,18.798726419367,282.085763227093,967.58796529779,419004,1.47802246591352,10
Ludhiana,376,170.186049787512,224.6332462893,79.6949968741374,0.101670280825436,4.36590824311897,60.1874852922751,31.5226592316073,36.2929619328052,18.7415794253147,81.6404517266271,1000.39855528917,36895,4.91537259728,10
Ludhiana,367,81.8747347864111,285.074494522386,67.9110770989981,7.36918733221367,17.1319209090568,5.82920926510268,36.3002147679999,84.3084056761615,0.601587858253899,257.091424107968,1035.1193234061,39725,6.93221799573922,10
Jaipur,450,19.0987702625627,107.262262723643,26.602034810715,9.62447625555543,34.5627810327916,96.1048287710599,42.2649694807187,32.9047008781644,15.8003371340196,275.670231314722,1009.52429498578,147930,6.46538400098918,10
Nagpur,191,117.672541452176,189.947493213819,40.4656471121914,6.05081948615899,9.16992064206134,85.2391403015236,34.5248781202654,23.1803737468162,8.98997053429694,107.632765433219,1039.23482128428,3069,6.32794096788062,10
Rajkot,184,45.0875816980203,273.37404411621,7.31087714405325,8.65022598108993,48.1634213812313,41.432553915548,42.2399683614428,47.5515126906761,10.9327860080257,97.0382803771693,959.002055323914,90717,8.69593562926526,10
Thane,490,20.3188901993995,286.899721602085,78.2645234474427,9.84509187500895,33.2663828779732,95.3131469409704,36.4790769845198,62.1703284581556,14.7582802591141,294.390481637293,964.94602760356,290904,7.95764372630807,10
Delhi,100,91.7801457790189,240.997107542529,10.0024534081983,9.71502583687753,17.4908001511253,24.1228388669318,40.6740439267427,55.7601694967864,13.7071307675811,34.4925014976377,1017.72343210337,52839,8.61802167101496,10
Nagpur,307,225.986248512731,234.714024047712,32.0157098379857,1.89535335499061,44.1368422675516,21.5028939297738,37.8207945142507,50.5052041087504,11.8028552864425,178.641304841201,1048.7393968661,354504,3.58200230150964,10
Pune,59,59.1405674175202,148.963475301692,20.0841756824974,9.26780074122351,10.0896131363152,67.9919287947721,10.9630957039233,69.3762554822622,7.19591871576118,215.167443243002,1006.13183929704,60717,0.916922704232115,10
Rajkot,86,207.783502969163,286.746642269639,72.4721871060158,1.69137755060866,24.4996260322547,7.46816262048291,24.6467717580529,96.8617951706876,3.94185681673391,202.177729258665,950.883448945629,375245,8.73433872560862,10
Nashik,436,177.329821428367,161.37562781358,62.0471868932559,3.40637078620122,6.47594782821967,32.9415725946714,28.7769210444614,73.1142776532893,8.3955127026691,161.491238984385,958.358799090946,195277,9.02622574619219,10
Delhi,179,104.766459789279,100.877215379289,21.3581559281739,3.61113353276429,37.9918569489006,39.3508750263762,12.5589683505923,77.1439294756374,5.60102220057561,193.778748675921,990.140731330204,315824,3.44583074962671,10
Kolkata,117,63.2467876219974,59.3645755366465,78.3172841823352,4.7375479662944,14.0805259841933,90.5234243982506,32.7365075332232,83.8024306305675,1.13335705294872,128.622071532307,1041.88068669584,54641,3.50277726226292,10
Agra,452,88.9990970042882,135.825294993212,49.3615751611749,0.987690583196655,11.5511005247387,30.6696761220789,23.8587266649288,24.5187790249602,18.3924949888569,192.884195770383,991.527878329216,46599,2.40414696221001,10
Jaipur,221,134.429863356865,219.585358952951,59.2870588254907,8.00565422182982,16.2417730693189,62.6050649993294,24.7470606528673,52.1606053349436,13.9456372781007,242.806188548132,952.438303978991,227804,8.45701411935638,10
Jaipur,447,160.592954385336,70.898052773715,64.2716537947862,9.94558643839042,44.0849351733384,34.7517598373226,39.6093774404934,40.4343590843728,5.34336154228711,240.155036847878,961.967398716847,213331,8.29697203259138,10
Thane,147,75.51283928752,192.086862973905,28.0712844705716,6.99534397084818,16.025219373729,5.14706415253699,31.9900232545043,67.4182689895152,1.15955478144773,46.4591428264234,1034.83190768956,237927,8.8718579756926,10
